Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2012 - 2мес., Чистые активы, RUB;2012 - 3мес., Чистые активы, RUB;2012 - 4мес., Чистые активы, RUB;2012 - 5мес., Чистые активы, RUB;2012 - 6мес., Чистые активы, RUB;2012 - 7мес., Чистые активы, RUB;2012 - 8мес., Чистые активы, RUB;2012 - 9мес., Чистые активы, RUB;2012 - 10мес., Чистые активы, RUB;2012 - 11мес., Чистые активы, RUB;2012 - 12мес., Чистые активы, RUB;2013 - 1мес., Чистые активы, RUB;2012 - 2мес., Счета в Банке России, RUB;2012 - 3мес., Счета в Банке России, RUB;2012 - 4мес., Счета в Банке России, RUB;2012 - 5мес., Счета в Банке России, RUB;2012 - 6мес., Счета в Банке России, RUB;2012 - 7мес., Счета в Банке России, RUB;2012 - 8мес., Счета в Банке России, RUB;2012 - 9мес., Счета в Банке России, RUB;2012 - 10мес., Счета в Банке России, RUB;2012 - 11мес., Счета в Банке России, RUB;2012 - 12мес., Счета в Банке России, RUB;2013 - 1мес., Счета в Банке России, RUB;2012 - 2мес., Коррсчета (НОСТРО), RUB;2012 - 3мес., Коррсчета (НОСТРО), RUB;2012 - 4мес., Коррсчета (НОСТРО), RUB;2012 - 5мес., Коррсчета (НОСТРО), RUB;2012 - 6мес., Коррсчета (НОСТРО), RUB;2012 - 7мес., Коррсчета (НОСТРО), RUB;2012 - 8мес., Коррсчета (НОСТРО), RUB;2012 - 9мес., Коррсчета (НОСТРО), RUB;2012 - 10мес., Коррсчета (НОСТРО), RUB;2012 - 11мес., Коррсчета (НОСТРО), RUB;2012 - 12мес., Коррсчета (НОСТРО), RUB;2013 - 1мес., Коррсчета (НОСТРО), RUB;2012 - 2мес., Ценные бумаги, RUB;2012 - 3мес., Ценные бумаги, RUB;2012 - 4мес., Ценные бумаги, RUB;2012 - 5мес., Ценные бумаги, RUB;2012 - 6мес., Ценные бумаги, RUB;2012 - 7мес., Ценные бумаги, RUB;2012 - 8мес., Ценные бумаги, RUB;2012 - 9мес., Ценные бумаги, RUB;2012 - 10мес., Ценные бумаги, RUB;2012 - 11мес., Ценные бумаги, RUB;2012 - 12мес., Ценные бумаги, RUB;2013 - 1мес., Ценные бумаги, RUB;2012 - 2мес., Кредиты, RUB;2012 - 3мес., Кредиты, RUB;2012 - 4мес., Кредиты, RUB;2012 - 5мес., Кредиты, RUB;2012 - 6мес., Кредиты, RUB;2012 - 7мес., Кредиты, RUB;2012 - 8мес., Кредиты, RUB;2012 - 9мес., Кредиты, RUB;2012 - 10мес., Кредиты, RUB;2012 - 11мес., Кредиты, RUB;2012 - 12мес., Кредиты, RUB;2013 - 1мес., Кредиты, RUB;2012 - 2мес., Кредиты организациям, RUB;2012 - 3мес., Кредиты организациям, RUB;2012 - 4мес., Кредиты организациям, RUB;2012 - 5мес., Кредиты организациям, RUB;2012 - 6мес., Кредиты организациям, RUB;2012 - 7мес., Кредиты организациям, RUB;2012 - 8мес., Кредиты организациям, RUB;2012 - 9мес., Кредиты организациям, RUB;2012 - 10мес., Кредиты организациям, RUB;2012 - 11мес., Кредиты организациям, RUB;2012 - 12мес., Кредиты организациям, RUB;2013 - 1мес., Кредиты организациям, RUB;2012 - 2мес., Кредиты физическим лицам, RUB;2012 - 3мес., Кредиты физическим лицам, RUB;2012 - 4мес., Кредиты физическим лицам, RUB;2012 - 5мес., Кредиты физическим лицам, RUB;2012 - 6мес., Кредиты физическим лицам, RUB;2012 - 7мес., Кредиты физическим лицам, RUB;2012 - 8мес., Кредиты физическим лицам, RUB;2012 - 9мес., Кредиты физическим лицам, RUB;2012 - 10мес., Кредиты физическим лицам, RUB;2012 - 11мес., Кредиты физическим лицам, RUB;2012 - 12мес., Кредиты физическим лицам, RUB;2013 - 1мес., Кредиты физическим лицам, RUB;2012 - 2мес., Кредиты другим банкам (МБК), RUB;2012 - 3мес., Кредиты другим банкам (МБК), RUB;2012 - 4мес., Кредиты другим банкам (МБК), RUB;2012 - 5мес., Кредиты другим банкам (МБК), RUB;2012 - 6мес., Кредиты другим банкам (МБК), RUB;2012 - 7мес., Кредиты другим банкам (МБК), RUB;2012 - 8мес., Кредиты другим банкам (МБК), RUB;2012 - 9мес., Кредиты другим банкам (МБК), RUB;2012 - 10мес., Кредиты другим банкам (МБК), RUB;2012 - 11мес., Кредиты другим банкам (МБК), RUB;2012 - 12мес., Кредиты другим банкам (МБК), RUB;2013 - 1мес., Кредиты другим банкам (МБК), RUB;2012 - 2мес., Основные средства, RUB;2012 - 3мес., Основные средства, RUB;2012 - 4мес., Основные средства, RUB;2012 - 5мес., Основные средства, RUB;2012 - 6мес., Основные средства, RUB;2012 - 7мес., Основные средства, RUB;2012 - 8мес., Основные средства, RUB;2012 - 9мес., Основные средства, RUB;2012 - 10мес., Основные средства, RUB;2012 - 11мес., Основные средства, RUB;2012 - 12мес., Основные средства, RUB;2013 - 1мес., Основные средства, RUB;2012 - 2мес., Учтённые векселя, RUB;2012 - 3мес., Учтённые векселя, RUB;2012 - 4мес., Учтённые векселя, RUB;2012 - 5мес., Учтённые векселя, RUB;2012 - 6мес., Учтённые векселя, RUB;2012 - 7мес., Учтённые векселя, RUB;2012 - 8мес., Учтённые векселя, RUB;2012 - 9мес., Учтённые векселя, RUB;2012 - 10мес., Учтённые векселя, RUB;2012 - 11мес., Учтённые векселя, RUB;2012 - 12мес., Учтённые векселя, RUB;2013 - 1мес., Учтённые векселя, RUB
253;ИНКАСБАНК, ОАО;2685;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНКАСБАНК""";199004, г. Санкт-Петербург, линия 2-Я В.О, д. 37;Шубин Герман Александрович;11.02.1994;25,0;;Ликвидируется;044030829;Санкт-Петербург;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;600 119 000;;Находится в стадии ликвидации от 27.09.2013, Отозвана Генеральная лицензия на осуществление банковских операций от 19.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 07.05.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;ПРОМРЕГИОНБАНК, ООО;2123;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЫШЛЕННЫЙ РЕГИОНАЛЬНЫЙ БАНК""";115184, г. Москва, ул. Татарская Б., д. 29;Захваткин Михаил Евгеньевич;15.10.1992;26,5;;Ликвидируется;046902727;Москва;Общества с ограниченной ответственностью;Частная собственность;625 000 000;;Находится в стадии ликвидации от 14.09.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 30.05.2016;;;;;;;;;;;4 075 889 000;4 031 531 000;908 755 000;738 317 000;571 914 000;666 648 000;852 275 000;779 876 000;841 855 000;810 640 000;669 188 000;509 924 000;770 499 000;782 173 000;75 317 000;79 255 000;68 365 000;80 361 000;96 790 000;75 443 000;92 283 000;104 270 000;106 533 000;87 341 000;108 613 000;102 763 000;158 028 000;162 521 000;146 751 000;145 889 000;148 364 000;130 330 000;180 145 000;203 538 000;243 911 000;212 996 000;259 629 000;231 026 000;2 371 100 000;2 434 414 000;2 496 089 000;2 482 457 000;2 389 440 000;2 381 497 000;2 348 227 000;2 298 178 000;2 290 738 000;2 454 258 000;2 381 517 000;2 379 048 000;1 887 818 000;1 940 041 000;2 006 769 000;2 008 395 000;1 917 083 000;1 897 533 000;1 874 935 000;1 833 388 000;1 782 200 000;1 933 356 000;1 860 797 000;1 857 302 000;468 617 000;479 205 000;475 269 000;461 080 000;461 550 000;470 833 000;460 689 000;452 564 000;497 827 000;510 199 000;510 028 000;509 130 000;10 469 000;10 475 000;10 477 000;10 526 000;10 732 000;10 722 000;10 723 000;10 701 000;10 711 000;10 703 000;10 692 000;10 686 000;189 265 000;189 496 000;189 898 000;195 374 000;195 981 000;204 340 000;208 754 000;220 163 000;217 368 000;217 947 000;215 909 000;215 474 000;49 662 000;54 674 000;37 771 000;36 926 000;39 312 000;34 582 000;24 023 000;45 923 000;83 773 000;51 396 000;79 139 000;65 667 000
255;СОЛИДАРНОСТЬ АО, БАНК;1555;"БАНК ПРОФСОЮЗНОЙ СОЛИДАРНОСТИ И СОЦИАЛЬНЫХ ИНВЕСТИЦИЙ ""СОЛИДАРНОСТЬ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";119334, г. Москва, проспект Ленинский, д. 37 корп. 1;Мантрова Анастасия Александровна;02.09.1991;27,5;;Ликвидируется;044525664;Москва;Непубличные акционерные общества;Иная смешанная российская собственность;625 004 821;;Находится в стадии ликвидации от 03.05.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 15.12.2017;;;;;;;;;;;12 574 832 000;11 980 628 000;131 227 000;252 673 000;245 498 000;259 936 000;352 632 000;319 570 000;278 818 000;341 999 000;211 251 000;253 902 000;1 101 717 000;228 893 000;283 057 000;145 011 000;254 358 000;60 318 000;179 016 000;317 676 000;91 119 000;260 320 000;40 897 000;159 929 000;702 667 000;773 395 000;5 017 206 000;5 049 009 000;5 001 987 000;5 093 980 000;4 900 577 000;4 897 344 000;4 707 372 000;4 701 967 000;4 772 723 000;4 976 796 000;4 716 509 000;4 809 731 000;4 572 587 000;4 978 744 000;4 556 670 000;4 694 488 000;5 446 268 000;5 150 407 000;5 342 668 000;5 263 544 000;4 923 646 000;4 863 986 000;4 647 531 000;4 721 078 000;4 103 917 000;4 566 266 000;4 125 457 000;4 193 683 000;4 762 571 000;4 377 778 000;4 473 696 000;4 377 815 000;4 258 355 000;4 442 313 000;4 250 972 000;4 315 201 000;214 338 000;227 799 000;219 990 000;270 798 000;269 859 000;258 003 000;262 967 000;248 209 000;215 915 000;250 960 000;253 458 000;263 017 000;70 000 000;0;20 000 000;30 000 000;90 000 000;90 000 000;180 000 000;362 496 000;282 522 000;22 485 000;2 430 000;10 000 000;999 714 000;998 474 000;988 786 000;988 564 000;986 888 000;985 335 000;983 812 000;982 447 000;982 414 000;1 047 669 000;1 076 493 000;1 075 051 000;336 772 000;338 969 000;341 093 000;343 290 000;345 415 000;347 612 000;349 864 000;352 110 000;354 431 000;415 279 000;319 271 000;321 342 000
256;МАСТЕР-КАПИТАЛ (ОАО), АКБ;3011;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МАСТЕР - КАПИТАЛ"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";105120, г. Москва, ул. Сыромятническая Ниж., д. 1/4;Тихонов Вячеслав Анатольевич;03.08.1994;24,5;;Ликвидируется;044525756;Москва;Публичные акционерные общества;Частная собственность;625 100 000;;Находится в стадии ликвидации от 22.06.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 20.02.2018;;;;;;;;;;;3 813 726 000;3 549 061 000;766 157 000;340 726 000;560 161 000;310 814 000;203 921 000;109 763 000;194 843 000;148 958 000;259 000 000;366 110 000;550 597 000;164 249 000;317 801 000;360 059 000;381 770 000;392 139 000;375 854 000;305 421 000;270 504 000;232 229 000;237 616 000;265 410 000;296 355 000;277 276 000;343 565 000;345 201 000;292 050 000;293 183 000;245 289 000;144 610 000;145 587 000;195 156 000;147 510 000;245 635 000;322 202 000;273 467 000;1 991 010 000;1 923 428 000;2 121 528 000;2 204 319 000;2 073 823 000;2 073 929 000;2 239 952 000;2 293 968 000;2 319 765 000;2 457 430 000;2 391 101 000;2 615 018 000;1 582 777 000;1 511 286 000;1 565 973 000;1 612 015 000;1 634 676 000;1 705 048 000;1 727 247 000;1 745 621 000;1 717 490 000;1 745 886 000;1 674 024 000;1 837 248 000;61 753 000;67 402 000;51 699 000;98 570 000;105 304 000;55 831 000;48 696 000;77 415 000;125 910 000;140 809 000;115 558 000;111 968 000;200 290 000;200 293 000;330 294 000;300 325 000;125 328 000;100 322 000;250 323 000;250 309 000;250 315 000;350 311 000;325 304 000;400 300 000;123 483 000;122 722 000;121 901 000;121 126 000;121 160 000;120 381 000;125 223 000;124 887 000;124 104 000;123 794 000;122 676 000;124 944 000;343 565 000;345 201 000;292 050 000;293 183 000;245 289 000;144 610 000;145 587 000;195 156 000;147 510 000;245 635 000;322 202 000;273 467 000
257;НМБ ОАО, АКБ;2865;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""НОВОКУЗНЕЦКИЙ МУНИЦИПАЛЬНЫЙ БАНК"" ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО";654007, Кемеровская обл., г. Новокузнецк, ул. Кирова (Центральный Р-Н), д. 38;Селезнев Михаил Игоревич;31.05.1994;24,5;;Ликвидируется;043209705;Кемеровская область;Публичные акционерные общества;Частная собственность;635 000 000;;Находится в стадии ликвидации от 16.01.2017, Решение о признании должника банкротом и открытии конкурсного производства от 03.03.2014;;;;;;;;;;;15 626 116 000;15 787 644 000;1 005 686 000;777 779 000;747 423 000;717 091 000;695 088 000;503 604 000;631 447 000;679 672 000;826 904 000;828 000 000;972 756 000;1 124 247 000;761 861 000;244 928 000;100 416 000;82 838 000;219 830 000;101 852 000;83 958 000;111 819 000;109 036 000;185 142 000;298 384 000;201 369 000;156 451 000;21 548 000;391 072 000;925 341 000;1 538 525 000;1 542 963 000;1 552 722 000;1 962 587 000;1 969 267 000;1 981 044 000;2 093 706 000;2 101 049 000;9 536 440 000;10 452 363 000;10 498 970 000;9 966 930 000;9 714 477 000;9 906 907 000;9 869 333 000;9 780 957 000;9 845 983 000;9 829 842 000;9 794 460 000;9 805 402 000;4 852 990 000;5 163 788 000;5 940 452 000;5 759 376 000;5 366 609 000;5 365 248 000;5 527 278 000;5 654 422 000;5 546 028 000;5 501 394 000;5 341 207 000;5 268 926 000;1 515 916 000;1 570 942 000;1 640 593 000;1 638 813 000;1 889 029 000;1 730 286 000;1 780 253 000;1 915 117 000;2 093 368 000;2 121 991 000;2 270 260 000;2 305 706 000;3 167 534 000;3 717 633 000;2 917 925 000;2 568 741 000;2 458 839 000;2 811 373 000;2 561 802 000;2 211 418 000;2 206 587 000;2 206 457 000;2 182 993 000;2 230 770 000;1 164 367 000;1 211 217 000;1 207 997 000;1 202 580 000;1 201 549 000;1 195 031 000;1 193 080 000;1 191 626 000;1 185 244 000;1 182 656 000;1 178 888 000;1 176 762 000;134 233 000;0;370 395 000;923 936 000;1 537 125 000;1 541 560 000;1 551 262 000;1 960 978 000;1 967 769 000;1 979 623 000;2 092 222 000;2 099 520 000
258;СОЮЗНЫЙ, ООО КБ;3236;"КОММЕРЧЕСКИЙ БАНК ""СОЮЗНЫЙ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";107014, г. Москва, ул. Бабаевская, д. 6;Рябинченко Дмитрий Николаевич;15.03.1995;24,0;;Ликвидируется;044525553;Москва;Общества с ограниченной ответственностью;Частная собственность;638 000 000;;Находится в стадии ликвидации от 29.01.2019, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 25.10.2018;;;;;;;;;;;3 762 638 000;3 467 099 000;387 452 000;264 587 000;115 453 000;141 326 000;153 482 000;134 652 000;114 386 000;130 646 000;135 269 000;113 998 000;294 928 000;129 800 000;96 073 000;202 292 000;55 551 000;97 965 000;202 121 000;76 343 000;27 994 000;94 050 000;74 508 000;57 471 000;405 969 000;345 126 000;368 346 000;359 968 000;208 624 000;154 243 000;84 467 000;134 487 000;105 741 000;56 912 000;55 504 000;358 955 000;318 900 000;506 609 000;1 765 011 000;1 782 003 000;2 045 386 000;2 199 604 000;2 207 143 000;2 517 440 000;2 362 074 000;2 409 823 000;2 684 872 000;2 417 600 000;2 611 852 000;2 359 632 000;1 430 150 000;1 476 166 000;1 573 377 000;1 625 407 000;1 722 596 000;1 852 077 000;1 931 172 000;2 086 611 000;2 092 626 000;2 064 752 000;2 149 789 000;2 110 791 000;103 818 000;105 837 000;107 009 000;104 197 000;104 547 000;82 424 000;79 857 000;103 326 000;95 362 000;98 962 000;95 873 000;95 081 000;220 000 000;195 000 000;360 000 000;465 000 000;375 000 000;577 939 000;346 045 000;214 886 000;469 810 000;200 126 000;312 430 000;100 000 000;18 735 000;18 682 000;20 026 000;20 382 000;20 448 000;22 559 000;23 870 000;24 492 000;24 851 000;24 995 000;22 605 000;48 508 000;332 246 000;344 619 000;193 177 000;138 886 000;69 596 000;98 946 000;49 298 000;0;0;257 349 000;186 590 000;357 595 000
259;РБР, ПАО АКБ;2782;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНАЛЬНЫЙ БАНК РАЗВИТИЯ""";105062, г. Москва, пер. Лялин, д. 19 корп. 1 пом. XXIV К18(Офисное здание);Тихонов Вячеслав Анатольевич;06.11.2001;17,0;;Ликвидируется;044525359;Москва;Публичные акционерные общества;Частная собственность;650 500 000;;Находится в стадии ликвидации от 26.01.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 10.11.2015;;;;;;;;;;;5 945 027 000;6 431 209 000;149 376 000;165 160 000;154 392 000;175 097 000;155 699 000;159 717 000;175 616 000;134 070 000;153 335 000;209 001 000;159 854 000;315 053 000;116 453 000;170 346 000;170 859 000;144 223 000;229 278 000;137 533 000;156 603 000;241 978 000;256 007 000;179 872 000;469 195 000;353 351 000;652 784 000;669 714 000;697 968 000;646 914 000;519 987 000;386 666 000;455 632 000;469 230 000;542 856 000;384 103 000;204 585 000;447 088 000;2 910 152 000;2 941 295 000;3 009 140 000;3 066 864 000;3 301 682 000;3 348 686 000;3 290 617 000;3 398 535 000;3 640 061 000;3 805 505 000;3 950 398 000;4 155 899 000;1 905 443 000;1 983 389 000;2 150 499 000;2 171 194 000;2 237 894 000;2 279 590 000;2 244 178 000;2 283 735 000;2 486 732 000;2 725 307 000;2 909 091 000;3 032 480 000;499 679 000;516 057 000;511 117 000;520 450 000;458 355 000;465 778 000;469 284 000;473 440 000;494 801 000;486 973 000;514 926 000;499 980 000;337 917 000;277 814 000;181 692 000;210 494 000;145 945 000;145 169 000;115 611 000;171 443 000;193 975 000;129 364 000;63 505 000;164 236 000;642 740 000;640 951 000;638 906 000;637 102 000;641 318 000;639 754 000;638 735 000;622 602 000;596 832 000;597 852 000;597 917 000;596 121 000;0;50 032 000;50 225 000;50 424 000;0;0;0;0;0;0;0;0
260;БНКВ (АО), АКБ;2472;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""БАНК НА КРАСНЫХ ВОРОТАХ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";105005, г. Москва, ул. Бауманская, д. 58/25 корп. 1;Мантрова Анастасия Александровна;26.08.1993;25,5;;Ликвидируется;044525556;Москва;Непубличные акционерные общества;Частная собственность;658 000 000;;Находится в стадии ликвидации от 24.04.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.12.2016;;;;;;;;;;;6 213 574 000;6 070 492 000;857 464 000;308 512 000;434 570 000;240 805 000;189 699 000;177 559 000;196 555 000;222 678 000;229 647 000;207 266 000;306 806 000;236 529 000;137 017 000;107 892 000;92 308 000;92 252 000;120 499 000;390 353 000;342 328 000;396 366 000;329 676 000;234 149 000;563 829 000;523 097 000;378 989 000;378 925 000;325 227 000;324 432 000;281 699 000;248 238 000;194 815 000;143 864 000;165 061 000;166 158 000;167 235 000;166 034 000;3 545 882 000;3 883 829 000;3 815 496 000;3 907 841 000;3 992 357 000;3 821 576 000;3 865 450 000;3 919 235 000;4 021 388 000;3 958 361 000;4 077 660 000;4 030 315 000;1 678 521 000;1 691 741 000;1 709 865 000;1 751 335 000;1 468 084 000;1 526 693 000;1 586 593 000;1 581 161 000;1 610 924 000;1 657 565 000;1 567 241 000;1 712 075 000;1 631 567 000;1 702 712 000;1 747 935 000;1 774 452 000;1 761 271 000;1 762 555 000;1 742 349 000;1 740 761 000;1 713 744 000;1 725 827 000;1 780 901 000;1 774 971 000;235 057 000;488 635 000;356 953 000;381 275 000;288 323 000;1 609 000;1 615 000;71 560 000;131 576 000;4 037 000;173 948 000;1 501 000;425 280 000;425 041 000;424 473 000;423 867 000;423 220 000;422 360 000;422 276 000;433 180 000;447 719 000;447 297 000;493 506 000;514 600 000;49 243 000;49 299 000;0;0;0;0;0;0;0;0;0;0
261;ФИА-БАНК, АО;2542;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИА-БАНК""";445037, Самарская обл., г. Тольятти, проезд Новый, д. 8;Воробьёв Сергей Иванович;25.10.1993;25,0;;Ликвидируется;043678929;Самарская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;666 262 500;;Находится в стадии ликвидации от 29.07.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 08.04.2016;;;;;;;;;;;21 986 748 000;22 637 382 000;607 448 000;659 639 000;489 260 000;622 283 000;498 125 000;683 447 000;635 192 000;723 629 000;647 382 000;743 018 000;542 204 000;624 050 000;269 081 000;128 394 000;132 895 000;242 384 000;380 058 000;415 658 000;325 338 000;258 750 000;173 907 000;194 133 000;238 897 000;199 292 000;1 998 956 000;2 001 899 000;1 956 791 000;1 920 977 000;1 867 901 000;1 785 214 000;1 885 036 000;1 940 195 000;2 030 693 000;2 136 665 000;2 279 000 000;2 357 673 000;14 190 483 000;14 435 349 000;14 620 096 000;14 719 283 000;14 634 428 000;14 647 834 000;14 765 636 000;14 607 880 000;14 837 562 000;15 333 515 000;14 470 735 000;14 903 478 000;10 629 922 000;10 748 577 000;10 953 639 000;10 992 339 000;11 023 590 000;10 864 362 000;10 196 019 000;9 734 617 000;9 563 762 000;9 660 272 000;10 023 257 000;10 598 879 000;3 261 836 000;3 396 356 000;3 394 906 000;3 456 203 000;3 483 223 000;3 535 222 000;3 536 806 000;3 568 060 000;3 620 076 000;3 609 658 000;3 604 647 000;3 559 653 000;229 357 000;210 434 000;159 474 000;163 176 000;20 661 000;149 776 000;964 602 000;1 240 362 000;1 590 375 000;2 002 620 000;786 670 000;684 133 000;1 052 331 000;1 045 731 000;1 093 111 000;1 062 013 000;1 071 186 000;1 072 704 000;1 072 755 000;1 101 628 000;1 107 357 000;1 086 062 000;1 080 641 000;1 023 584 000;53 970 000;54 319 000;54 657 000;55 006 000;28 765 000;28 765 000;28 765 000;28 765 000;129 011 000;129 626 000;230 375 000;279 568 000
262;РБС, ООО КБ;3367;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РЕГИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ""";125040, г. Москва, ул. Ямского Поля 3-Я, д. Д. 18(Бизнес-центр «Золотой Век»);Баушева Надежда Сергеевна;21.04.2001;17,5;;Ликвидируется;044525335;Москва;Общества с ограниченной ответственностью;Частная собственность;667 130 000;;Находится в стадии ликвидации от 13.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.11.2015;;;;;;;;;;;1 077 120 000;1 055 932 000;97 664 000;144 352 000;129 123 000;135 339 000;81 402 000;57 615 000;32 333 000;97 831 000;52 377 000;92 072 000;118 105 000;69 841 000;117 224 000;147 212 000;146 477 000;163 699 000;170 490 000;163 278 000;178 338 000;170 927 000;112 642 000;77 704 000;80 050 000;84 637 000;152 565 000;152 920 000;105 236 000;73 791 000;74 037 000;74 766 000;74 378 000;74 262 000;82 312 000;76 629 000;76 169 000;79 044 000;408 919 000;377 658 000;400 702 000;457 759 000;476 785 000;528 324 000;530 878 000;511 757 000;591 792 000;639 254 000;601 482 000;614 871 000;258 608 000;205 104 000;210 127 000;231 464 000;243 366 000;254 232 000;264 240 000;263 175 000;331 981 000;317 793 000;325 193 000;329 086 000;74 210 000;83 227 000;104 637 000;113 226 000;102 660 000;121 383 000;117 186 000;117 631 000;132 072 000;140 376 000;120 019 000;114 100 000;40 434 000;50 440 000;50 440 000;70 487 000;50 492 000;70 483 000;70 484 000;50 464 000;50 473 000;101 523 000;80 828 000;100 478 000;2 867 000;2 598 000;4 409 000;4 356 000;4 308 000;4 224 000;4 088 000;3 971 000;3 865 000;3 653 000;3 592 000;3 486 000;78 535 000;78 624 000;30 439 000;0;0;0;485 000;0;6 865 000;784 000;0;1 980 000
263;РУССТРОЙБАНК, АО;3205;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ СТРОИТЕЛЬНЫЙ БАНК""";109004, г. Москва, пер. Дровяной Б., д. 7/9 корп. 1;Вершинин Вадим Виссарионович;27.01.1995;24,0;;Ликвидируется;044525591;Москва;Непубличные акционерные общества;Частная собственность;678 086 302;;Находится в стадии ликвидации от 31.03.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 18.12.2015;;;;;;;;;;;23 901 761 000;23 181 923 000;470 658 000;1 286 068 000;794 682 000;938 445 000;614 302 000;705 895 000;778 824 000;704 351 000;1 265 440 000;1 047 203 000;1 150 285 000;824 476 000;573 045 000;608 820 000;629 711 000;614 701 000;956 720 000;680 424 000;526 465 000;850 974 000;731 263 000;514 181 000;733 290 000;647 198 000;3 411 293 000;2 800 833 000;1 815 302 000;1 417 640 000;1 136 931 000;1 119 484 000;1 097 858 000;910 973 000;1 151 426 000;1 156 805 000;1 062 183 000;1 415 381 000;10 020 175 000;10 539 583 000;11 768 048 000;12 252 877 000;13 283 640 000;13 506 781 000;13 933 791 000;14 369 420 000;14 270 369 000;15 308 637 000;17 560 148 000;17 052 189 000;8 007 952 000;8 896 005 000;9 940 742 000;10 340 614 000;11 186 375 000;11 330 542 000;11 823 420 000;12 168 285 000;12 023 661 000;13 064 208 000;13 520 686 000;13 152 120 000;1 287 223 000;1 373 578 000;1 553 306 000;1 638 463 000;1 823 765 000;1 901 978 000;1 836 486 000;1 728 835 000;1 939 708 000;1 939 429 000;1 934 462 000;2 007 952 000;660 000 000;70 000 000;70 000 000;70 000 000;70 000 000;70 000 000;70 000 000;270 000 000;70 000 000;70 000 000;1 870 000 000;1 497 117 000;1 229 958 000;1 225 436 000;1 222 018 000;1 217 545 000;1 214 688 000;1 209 897 000;1 205 192 000;1 201 419 000;1 197 033 000;1 193 756 000;1 305 905 000;1 299 525 000;506 258 000;0;0;0;0;0;0;0;0;0;0;384 945 000
