Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2017 - 2мес., Чистые активы, RUB;2017 - 3мес., Чистые активы, RUB;2017 - 4мес., Чистые активы, RUB;2017 - 5мес., Чистые активы, RUB;2017 - 6мес., Чистые активы, RUB;2017 - 7мес., Чистые активы, RUB;2017 - 8мес., Чистые активы, RUB;2017 - 9мес., Чистые активы, RUB;2017 - 10мес., Чистые активы, RUB;2017 - 11мес., Чистые активы, RUB;2017 - 12мес., Чистые активы, RUB;2018 - 1мес., Чистые активы, RUB;2017 - 2мес., Счета в Банке России, RUB;2017 - 3мес., Счета в Банке России, RUB;2017 - 4мес., Счета в Банке России, RUB;2017 - 5мес., Счета в Банке России, RUB;2017 - 6мес., Счета в Банке России, RUB;2017 - 7мес., Счета в Банке России, RUB;2017 - 8мес., Счета в Банке России, RUB;2017 - 9мес., Счета в Банке России, RUB;2017 - 10мес., Счета в Банке России, RUB;2017 - 11мес., Счета в Банке России, RUB;2017 - 12мес., Счета в Банке России, RUB;2018 - 1мес., Счета в Банке России, RUB;2017 - 2мес., Коррсчета (НОСТРО), RUB;2017 - 3мес., Коррсчета (НОСТРО), RUB;2017 - 4мес., Коррсчета (НОСТРО), RUB;2017 - 5мес., Коррсчета (НОСТРО), RUB;2017 - 6мес., Коррсчета (НОСТРО), RUB;2017 - 7мес., Коррсчета (НОСТРО), RUB;2017 - 8мес., Коррсчета (НОСТРО), RUB;2017 - 9мес., Коррсчета (НОСТРО), RUB;2017 - 10мес., Коррсчета (НОСТРО), RUB;2017 - 11мес., Коррсчета (НОСТРО), RUB;2017 - 12мес., Коррсчета (НОСТРО), RUB;2018 - 1мес., Коррсчета (НОСТРО), RUB;2017 - 2мес., Ценные бумаги, RUB;2017 - 3мес., Ценные бумаги, RUB;2017 - 4мес., Ценные бумаги, RUB;2017 - 5мес., Ценные бумаги, RUB;2017 - 6мес., Ценные бумаги, RUB;2017 - 7мес., Ценные бумаги, RUB;2017 - 8мес., Ценные бумаги, RUB;2017 - 9мес., Ценные бумаги, RUB;2017 - 10мес., Ценные бумаги, RUB;2017 - 11мес., Ценные бумаги, RUB;2017 - 12мес., Ценные бумаги, RUB;2018 - 1мес., Ценные бумаги, RUB;2017 - 2мес., Кредиты, RUB;2017 - 3мес., Кредиты, RUB;2017 - 4мес., Кредиты, RUB;2017 - 5мес., Кредиты, RUB;2017 - 6мес., Кредиты, RUB;2017 - 7мес., Кредиты, RUB;2017 - 8мес., Кредиты, RUB;2017 - 9мес., Кредиты, RUB;2017 - 10мес., Кредиты, RUB;2017 - 11мес., Кредиты, RUB;2017 - 12мес., Кредиты, RUB;2018 - 1мес., Кредиты, RUB;2017 - 2мес., Кредиты организациям, RUB;2017 - 3мес., Кредиты организациям, RUB;2017 - 4мес., Кредиты организациям, RUB;2017 - 5мес., Кредиты организациям, RUB;2017 - 6мес., Кредиты организациям, RUB;2017 - 7мес., Кредиты организациям, RUB;2017 - 8мес., Кредиты организациям, RUB;2017 - 9мес., Кредиты организациям, RUB;2017 - 10мес., Кредиты организациям, RUB;2017 - 11мес., Кредиты организациям, RUB;2017 - 12мес., Кредиты организациям, RUB;2018 - 1мес., Кредиты организациям, RUB;2017 - 2мес., Кредиты физическим лицам, RUB;2017 - 3мес., Кредиты физическим лицам, RUB;2017 - 4мес., Кредиты физическим лицам, RUB;2017 - 5мес., Кредиты физическим лицам, RUB;2017 - 6мес., Кредиты физическим лицам, RUB;2017 - 7мес., Кредиты физическим лицам, RUB;2017 - 8мес., Кредиты физическим лицам, RUB;2017 - 9мес., Кредиты физическим лицам, RUB;2017 - 10мес., Кредиты физическим лицам, RUB;2017 - 11мес., Кредиты физическим лицам, RUB;2017 - 12мес., Кредиты физическим лицам, RUB;2018 - 1мес., Кредиты физическим лицам, RUB;2017 - 2мес., Кредиты другим банкам (МБК), RUB;2017 - 3мес., Кредиты другим банкам (МБК), RUB;2017 - 4мес., Кредиты другим банкам (МБК), RUB;2017 - 5мес., Кредиты другим банкам (МБК), RUB;2017 - 6мес., Кредиты другим банкам (МБК), RUB;2017 - 7мес., Кредиты другим банкам (МБК), RUB;2017 - 8мес., Кредиты другим банкам (МБК), RUB;2017 - 9мес., Кредиты другим банкам (МБК), RUB;2017 - 10мес., Кредиты другим банкам (МБК), RUB;2017 - 11мес., Кредиты другим банкам (МБК), RUB;2017 - 12мес., Кредиты другим банкам (МБК), RUB;2018 - 1мес., Кредиты другим банкам (МБК), RUB;2017 - 2мес., Основные средства, RUB;2017 - 3мес., Основные средства, RUB;2017 - 4мес., Основные средства, RUB;2017 - 5мес., Основные средства, RUB;2017 - 6мес., Основные средства, RUB;2017 - 7мес., Основные средства, RUB;2017 - 8мес., Основные средства, RUB;2017 - 9мес., Основные средства, RUB;2017 - 10мес., Основные средства, RUB;2017 - 11мес., Основные средства, RUB;2017 - 12мес., Основные средства, RUB;2018 - 1мес., Основные средства, RUB;2017 - 2мес., Учтённые векселя, RUB;2017 - 3мес., Учтённые векселя, RUB;2017 - 4мес., Учтённые векселя, RUB;2017 - 5мес., Учтённые векселя, RUB;2017 - 6мес., Учтённые векселя, RUB;2017 - 7мес., Учтённые векселя, RUB;2017 - 8мес., Учтённые векселя, RUB;2017 - 9мес., Учтённые векселя, RUB;2017 - 10мес., Учтённые векселя, RUB;2017 - 11мес., Учтённые векселя, RUB;2017 - 12мес., Учтённые векселя, RUB;2018 - 1мес., Учтённые векселя, RUB
262;РБС, ООО КБ;3367;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РЕГИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ""";125040, г. Москва, ул. Ямского Поля 3-Я, д. Д. 18(Бизнес-центр «Золотой Век»);Баушева Надежда Сергеевна;21.04.2001;17,5;;Ликвидируется;044525335;Москва;Общества с ограниченной ответственностью;Частная собственность;667 130 000;;Находится в стадии ликвидации от 13.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;РУССТРОЙБАНК, АО;3205;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ СТРОИТЕЛЬНЫЙ БАНК""";109004, г. Москва, пер. Дровяной Б., д. 7/9 корп. 1;Вершинин Вадим Виссарионович;27.01.1995;24,0;;Ликвидируется;044525591;Москва;Непубличные акционерные общества;Частная собственность;678 086 302;;Находится в стадии ликвидации от 31.03.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 18.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;РАЗВИТИЕ, ООО КБ;2729;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РАЗВИТИЕ""";369000, Карачаево-Черкесская респ., г. Черкесск, ул. Красноармейская, д. 64;Березуцкий Георгий Петрович;04.03.1994;25,0;;Ликвидируется;049133812;Карачаево-Черкесская Республика;Общества с ограниченной ответственностью;Частная собственность;680 000 000;;Находится в стадии ликвидации от 12.07.2017, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 10.10.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;РОСПРОМБАНК (ООО), КБ;3204;"КОММЕРЧЕСКИЙ БАНК ""РОССИЙСКИЙ ПРОМЫШЛЕННЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";125009, г. Москва, ул. Никитская Б., д. 17 стр. 2(Офисное здание);Селезнев Михаил Игоревич;27.01.1995;24,0;;Ликвидируется;044525120;Москва;Общества с ограниченной ответственностью;Частная собственность;685 000 000;;Находится в стадии ликвидации от 13.12.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 13.09.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;АНТАЛБАНК ООО, КБ;3115;"КОММЕРЧЕСКИЙ БАНК ""АНТАЛБАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";109044, г. Москва, ул. Симоновский Вал, д. 9;Вершинин Вадим Виссарионович;10.10.1994;24,5;;Ликвидируется;044525621;Москва;Общества с ограниченной ответственностью;Частная собственность;696 000 000;;Находится в стадии ликвидации от 31.03.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;БЕНИФИТ-БАНК (ЗАО), АКБ;3229;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""БЕНИФИТ-БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125047, г. Москва, ул. Брестская 2-Я, д. 32(Бизнес-центр «Мономах»);Баклицкий Денис Николаевич;14.03.1995;24,0;;Ликвидируется;044525461;Москва;Непубличные акционерные общества;Частная собственность;700 000 000;;Находится в стадии ликвидации от 16.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 02.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;МСБ (ООО), КБ;3484;"КОММЕРЧЕСКИЙ БАНК ""МЕЖДУНАРОДНЫЙ СТРОИТЕЛЬНЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105005, г. Москва, ул. Бауманская, д. 21;Волков Виталий Александрович;29.05.2008;10,5;;Ликвидируется;044525421;Москва;Общества с ограниченной ответственностью;Частная собственность;710 000 000;;Находится в стадии ликвидации от 11.09.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 28.04.2017;2 239 490 000;2 161 595 000;;;;;;;;;;;101 642 000;134 526 000;;;;;;;;;;;15 951 000;902 000;;;;;;;;;;;0;0;;;;;;;;;;;1 722 890 000;1 769 652 000;;;;;;;;;;;1 715 277 000;1 762 860 000;;;;;;;;;;;2 103 000;1 282 000;;;;;;;;;;;0;0;;;;;;;;;;;5 625 000;3 955 000;;;;;;;;;;;0;0;;;;;;;;;;
269;АДМИРАЛТЕЙСКИЙ, ООО КБ;3054;"КОММЕРЧЕСКИЙ БАНК ""АДМИРАЛТЕЙСКИЙ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119034, г. Москва, пер. Лопухинский, д. 6 корп. 1;Ляненко Сергей Игоревич;17.08.1994;24,5;;Ликвидируется;044525157;Москва;Общества с ограниченной ответственностью;Частная собственность;713 646 000;;Находится в стадии ликвидации от 02.03.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 11.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК (ООО), КБ;2898;"КОММЕРЧЕСКИЙ БАНК ""КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";350063, Краснодарский кр, г. Краснодар, ул. Им Пушкина, д. 36;Ткачева Ирина Александровна;10.06.1994;24,5;;Ликвидируется;040349745;Краснодарский край;Общества с ограниченной ответственностью;Иная смешанная российская собственность;719 960 000;;Находится в стадии ликвидации от 14.12.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 27.10.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;РОСАВТОБАНК, ООО КБ;2767;"КОММЕРЧЕСКИЙ БАНК ""РЕГИОНАЛЬНО-ОТРАСЛЕВОЙ СПЕЦИАЛИЗИРОВАННЫЙ АВТОПРОМЫШЛЕННЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";123056, г. Москва, ул. Зоологическая, д. 26 корп. 2;Селезнев Михаил Игоревич;25.01.1995;24,0;;Ликвидируется;044525857;Москва;Общества с ограниченной ответственностью;Частная собственность;722 800 000;;Находится в стадии ликвидации от 14.06.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 04.03.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;ТАТАГРОПРОМБАНК, ООО;728;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАТАРСТАНСКИЙ АГРАРНО-ПРОМЫШЛЕННЫЙ БАНК""";420097, Татарстан респ., г. Казань, ул. Зинина, д. 4;Столбов Василий Анатольевич;11.11.1990;28,0;;Ликвидируется;049205708;Республика Татарстан;Общества с ограниченной ответственностью;Частная собственность;737 258 116;;Находится в стадии ликвидации от 02.06.2017, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 05.04.2017;2 726 504 000;2 612 680 000;;;;;;;;;;;165 736 000;80 653 000;;;;;;;;;;;527 329 000;524 765 000;;;;;;;;;;;0;0;;;;;;;;;;;1 768 119 000;1 636 371 000;;;;;;;;;;;552 504 000;425 819 000;;;;;;;;;;;27 227 000;22 700 000;;;;;;;;;;;927 109 000;927 109 000;;;;;;;;;;;193 922 000;194 970 000;;;;;;;;;;;0;0;;;;;;;;;;
273;ЗАМОСКВОРЕЦКИЙ, ОАО МКБ;1640;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО МЕЖРЕГИОНАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЗАМОСКВОРЕЦКИЙ""";119180, г. Москва, ул. Полянка Б., д. 42/2 корп. 4;Рябинченко Дмитрий Николаевич;01.02.1999;20,0;;Ликвидируется;044525636;Москва;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;748 000 000;;Находится в стадии ликвидации от 15.09.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 23.06.2014, Решение о признании должника банкротом и открытии конкурсного производства от 14.08.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;УМ-БАНК ООО;1441;"""УМ-БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";115184, г. Москва, ул. Ордынка Б., д. 59 стр. 2;Мантрова Анастасия Александровна;17.04.1991;28,0;;Ликвидируется;044525941;Москва;Общества с ограниченной ответственностью;Частная собственность;750 000 000;;Находится в стадии ликвидации от 20.02.2019, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 14.11.2018;3 963 952 000;5 027 015 000;4 127 737 000;3 950 403 000;3 937 884 000;4 132 463 000;4 399 216 000;4 335 262 000;4 301 801 000;4 347 944 000;4 945 355 000;4 755 251 000;49 104 000;57 386 000;57 158 000;120 486 000;54 817 000;87 416 000;106 414 000;100 925 000;78 851 000;73 227 000;77 918 000;105 041 000;9 183 000;9 449 000;8 503 000;6 034 000;12 455 000;9 442 000;9 407 000;11 006 000;10 480 000;10 718 000;20 750 000;10 336 000;1 959 879 000;1 965 633 000;1 769 493 000;1 780 764 000;1 590 395 000;1 593 841 000;1 467 822 000;1 456 373 000;1 441 336 000;1 451 316 000;1 458 046 000;1 050 144 000;1 535 622 000;2 459 602 000;1 773 312 000;1 745 981 000;1 927 528 000;2 103 077 000;2 374 658 000;2 343 749 000;2 323 840 000;2 315 643 000;3 121 522 000;3 180 729 000;1 410 743 000;1 585 923 000;1 611 868 000;1 566 408 000;1 774 674 000;1 867 544 000;1 901 022 000;1 791 079 000;1 836 387 000;2 001 211 000;2 237 477 000;2 393 270 000;122 879 000;123 590 000;129 639 000;129 987 000;133 136 000;133 119 000;141 666 000;143 834 000;143 513 000;142 856 000;108 338 000;100 544 000;0;748 089 000;15 507 000;16 074 000;16 095 000;96 971 000;308 969 000;377 150 000;330 050 000;142 496 000;732 081 000;643 765 000;32 940 000;32 633 000;31 620 000;31 265 000;31 824 000;32 479 000;32 453 000;32 415 000;31 413 000;33 486 000;33 046 000;32 601 000;0;0;0;0;0;0;0;0;0;0;0;0
275;ЭКОНОМИКС-БАНК (ООО), КБ;2136;"КОММЕРЧЕСКИЙ БАНК ""ЭКОНОМИКС-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";101000, г. Москва, ул. Мясницкая, д. 46 корп. 1;Буравцев Андрей Сергеевич;07.08.1996;22,5;;Ликвидируется;044525443;Москва;Общества с ограниченной ответственностью;Частная собственность;767 000 000;;Находится в стадии ликвидации от 26.12.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 06.12.2018;2 667 740 000;2 714 508 000;2 523 610 000;2 477 457 000;2 461 754 000;2 260 007 000;2 240 304 000;2 335 032 000;2 214 330 000;2 135 973 000;2 239 738 000;2 341 385 000;84 908 000;60 022 000;55 314 000;108 138 000;76 721 000;46 672 000;81 546 000;87 819 000;37 367 000;44 799 000;50 438 000;93 661 000;142 593 000;225 537 000;219 066 000;95 447 000;541 296 000;425 804 000;446 262 000;556 589 000;152 789 000;73 255 000;363 628 000;75 052 000;1 177 093 000;1 184 245 000;955 487 000;961 998 000;727 220 000;730 714 000;717 246 000;721 694 000;534 275 000;538 106 000;541 367 000;94 282 000;898 437 000;790 690 000;769 920 000;982 817 000;757 642 000;726 534 000;649 898 000;641 512 000;1 157 720 000;1 143 692 000;893 312 000;1 681 004 000;662 741 000;690 335 000;672 568 000;711 402 000;664 929 000;631 130 000;558 369 000;562 598 000;539 554 000;541 211 000;496 374 000;354 436 000;28 170 000;27 590 000;26 832 000;25 923 000;25 488 000;25 428 000;24 916 000;24 320 000;23 988 000;23 605 000;23 164 000;22 858 000;145 916 000;12 000 000;12 000 000;197 856 000;12 000 000;12 000 000;12 000 000;12 000 000;545 262 000;549 617 000;324 952 000;1 256 600 000;177 114 000;177 253 000;176 806 000;176 409 000;175 881 000;175 924 000;175 482 000;175 010 000;174 582 000;174 536 000;213 458 000;212 841 000;0;0;0;0;0;0;0;0;0;0;0;0
276;БРТ (АО), КБ;3441;"КОММЕРЧЕСКИЙ БАНК ""БАНК РАЗВИТИЯ ТЕХНОЛОГИЙ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";107045, г. Москва, бульвар Сретенский, д. 7/1/8 корп. 3;Валлен Олег Эрлинович;21.07.2003;15,5;;Ликвидируется;044525528;Москва;Непубличные акционерные общества;Частная собственность;785 800 000;;Находится в стадии ликвидации от 06.09.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 27.05.2016, Решение о признании должника банкротом и открытии конкурсного производства от 15.04.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;МИ-БАНК (ОАО);2742;"""МЕЖДУНАРОДНЫЙ ИНВЕСТИЦИОННЫЙ БАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119899, г. Москва, ул. Ленинские Горы, Мгу, д. 1 корп. 58;Мащев Александр Борисович;05.03.1994;25,0;;Ликвидируется;044525255;Москва;Публичные акционерные общества;Частная собственность;785 860 000;;Находится в стадии ликвидации от 17.07.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;ТЕМПБАНК, ПАО МАБ;55;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКИЙ АКЦИОНЕРНЫЙ БАНК ""ТЕМПБАНК""";109044, г. Москва, ул. Крутицкий Вал, д. 26 корп. 2;Вершинин Вадим Виссарионович;24.01.1989;30,0;;Ликвидируется;044525130;Москва;Публичные акционерные общества;Частная собственность;789 000 000;;Находится в стадии ликвидации от 31.01.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 02.10.2017;17 352 467 000;16 956 169 000;17 093 287 000;17 236 459 000;17 482 536 000;17 651 325 000;17 773 161 000;17 824 165 000;;;;;706 214 000;591 821 000;597 385 000;755 960 000;740 276 000;733 981 000;717 236 000;712 430 000;;;;;28 554 000;19 119 000;25 388 000;25 534 000;27 561 000;26 667 000;27 807 000;17 203 000;;;;;62 131 000;61 736 000;62 001 000;61 926 000;62 165 000;62 016 000;61 763 000;60 843 000;;;;;14 474 801 000;14 733 382 000;14 710 658 000;14 543 313 000;14 641 335 000;14 682 492 000;14 672 291 000;14 595 830 000;;;;;12 448 156 000;12 360 065 000;12 343 665 000;12 184 122 000;12 260 330 000;12 292 930 000;12 289 911 000;12 229 950 000;;;;;1 993 021 000;1 819 706 000;1 813 378 000;1 805 577 000;1 827 366 000;1 835 917 000;1 828 731 000;1 812 240 000;;;;;440 000;427 000;431 000;430 000;455 000;461 000;465 000;456 000;;;;;587 615 000;543 211 000;541 818 000;540 288 000;536 426 000;534 916 000;533 477 000;532 098 000;;;;;0;0;0;0;0;0;0;0;;;;
279;ДАГЭНЕРГОБАНК, ООО;3286;"ДАГЕСТАНСКИЙ КОММЕРЧЕСКИЙ ЭНЕРГЕТИЧЕСКИЙ БАНК ""ДАГЭНЕРГОБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";367002, Дагестан респ, г. Махачкала, ул. Р.Гамзатова, д. 39 корп. А;Джамалудинов Магомедгази Далгатович;27.02.1996;23,0;;Ликвидируется;048209964;Дагестан (Республика);Общества с ограниченной ответственностью;Частная собственность;790 000 000;;Находится в стадии ликвидации от 06.07.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 24.03.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;ЮНИКОРБАНК, ОАО;2586;"КОММЕРЧЕСКИЙ БАНК ""ЮНИКОР"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";129515, г. Москва, ул. Останкинская 1-Я, д. 26;Королёв Григорий Евгеньевич;25.11.1993;25,0;;Ликвидируется;044525397;Москва;Публичные акционерные общества;Смешанная российская собственность с долей собственности субъектов Российской Федерации;800 000 000;;Находится в стадии ликвидации от 11.02.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 25.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 17.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;МИЛЛЕНИУМ БАНК (ЗАО);3423;"КОММЕРЧЕСКИЙ БАНК ""МИЛЛЕНИУМ БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";129090, г. Москва, пер. Протопоповский, д. 19 корп. 10;Баклицкий Денис Николаевич;13.11.2002;16,0;;Ликвидируется;044525597;Москва;Непубличные акционерные общества;Частная собственность;855 000 000;;Находится в стадии ликвидации от 13.05.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 05.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;СТРАТЕГИЯ (ПАО), АКБ;2801;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""СТРАТЕГИЯ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119435, г. Москва, пер. Саввинский Б., д. 12 корп. 11;Вершинин Вадим Виссарионович;22.04.1994;24,5;;Ликвидируется;044525563;Москва;Публичные акционерные общества;Частная собственность;855 000 000;;Находится в стадии ликвидации от 27.10.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 21.07.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
