Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2018 - 2мес., Чистые активы, RUB;2018 - 3мес., Чистые активы, RUB;2018 - 4мес., Чистые активы, RUB;2018 - 5мес., Чистые активы, RUB;2018 - 6мес., Чистые активы, RUB;2018 - 7мес., Чистые активы, RUB;2018 - 8мес., Чистые активы, RUB;2018 - 9мес., Чистые активы, RUB;2018 - 10мес., Чистые активы, RUB;2018 - 11мес., Чистые активы, RUB;2018 - 12мес., Чистые активы, RUB;2019 - 1мес., Чистые активы, RUB;2018 - 2мес., Счета в Банке России, RUB;2018 - 3мес., Счета в Банке России, RUB;2018 - 4мес., Счета в Банке России, RUB;2018 - 5мес., Счета в Банке России, RUB;2018 - 6мес., Счета в Банке России, RUB;2018 - 7мес., Счета в Банке России, RUB;2018 - 8мес., Счета в Банке России, RUB;2018 - 9мес., Счета в Банке России, RUB;2018 - 10мес., Счета в Банке России, RUB;2018 - 11мес., Счета в Банке России, RUB;2018 - 12мес., Счета в Банке России, RUB;2019 - 1мес., Счета в Банке России, RUB;2018 - 2мес., Коррсчета (НОСТРО), RUB;2018 - 3мес., Коррсчета (НОСТРО), RUB;2018 - 4мес., Коррсчета (НОСТРО), RUB;2018 - 5мес., Коррсчета (НОСТРО), RUB;2018 - 6мес., Коррсчета (НОСТРО), RUB;2018 - 7мес., Коррсчета (НОСТРО), RUB;2018 - 8мес., Коррсчета (НОСТРО), RUB;2018 - 9мес., Коррсчета (НОСТРО), RUB;2018 - 10мес., Коррсчета (НОСТРО), RUB;2018 - 11мес., Коррсчета (НОСТРО), RUB;2018 - 12мес., Коррсчета (НОСТРО), RUB;2019 - 1мес., Коррсчета (НОСТРО), RUB;2018 - 2мес., Ценные бумаги, RUB;2018 - 3мес., Ценные бумаги, RUB;2018 - 4мес., Ценные бумаги, RUB;2018 - 5мес., Ценные бумаги, RUB;2018 - 6мес., Ценные бумаги, RUB;2018 - 7мес., Ценные бумаги, RUB;2018 - 8мес., Ценные бумаги, RUB;2018 - 9мес., Ценные бумаги, RUB;2018 - 10мес., Ценные бумаги, RUB;2018 - 11мес., Ценные бумаги, RUB;2018 - 12мес., Ценные бумаги, RUB;2019 - 1мес., Ценные бумаги, RUB;2018 - 2мес., Кредиты, RUB;2018 - 3мес., Кредиты, RUB;2018 - 4мес., Кредиты, RUB;2018 - 5мес., Кредиты, RUB;2018 - 6мес., Кредиты, RUB;2018 - 7мес., Кредиты, RUB;2018 - 8мес., Кредиты, RUB;2018 - 9мес., Кредиты, RUB;2018 - 10мес., Кредиты, RUB;2018 - 11мес., Кредиты, RUB;2018 - 12мес., Кредиты, RUB;2019 - 1мес., Кредиты, RUB;2018 - 2мес., Кредиты организациям, RUB;2018 - 3мес., Кредиты организациям, RUB;2018 - 4мес., Кредиты организациям, RUB;2018 - 5мес., Кредиты организациям, RUB;2018 - 6мес., Кредиты организациям, RUB;2018 - 7мес., Кредиты организациям, RUB;2018 - 8мес., Кредиты организациям, RUB;2018 - 9мес., Кредиты организациям, RUB;2018 - 10мес., Кредиты организациям, RUB;2018 - 11мес., Кредиты организациям, RUB;2018 - 12мес., Кредиты организациям, RUB;2019 - 1мес., Кредиты организациям, RUB;2018 - 2мес., Кредиты физическим лицам, RUB;2018 - 3мес., Кредиты физическим лицам, RUB;2018 - 4мес., Кредиты физическим лицам, RUB;2018 - 5мес., Кредиты физическим лицам, RUB;2018 - 6мес., Кредиты физическим лицам, RUB;2018 - 7мес., Кредиты физическим лицам, RUB;2018 - 8мес., Кредиты физическим лицам, RUB;2018 - 9мес., Кредиты физическим лицам, RUB;2018 - 10мес., Кредиты физическим лицам, RUB;2018 - 11мес., Кредиты физическим лицам, RUB;2018 - 12мес., Кредиты физическим лицам, RUB;2019 - 1мес., Кредиты физическим лицам, RUB;2018 - 2мес., Кредиты другим банкам (МБК), RUB;2018 - 3мес., Кредиты другим банкам (МБК), RUB;2018 - 4мес., Кредиты другим банкам (МБК), RUB;2018 - 5мес., Кредиты другим банкам (МБК), RUB;2018 - 6мес., Кредиты другим банкам (МБК), RUB;2018 - 7мес., Кредиты другим банкам (МБК), RUB;2018 - 8мес., Кредиты другим банкам (МБК), RUB;2018 - 9мес., Кредиты другим банкам (МБК), RUB;2018 - 10мес., Кредиты другим банкам (МБК), RUB;2018 - 11мес., Кредиты другим банкам (МБК), RUB;2018 - 12мес., Кредиты другим банкам (МБК), RUB;2019 - 1мес., Кредиты другим банкам (МБК), RUB;2018 - 2мес., Основные средства, RUB;2018 - 3мес., Основные средства, RUB;2018 - 4мес., Основные средства, RUB;2018 - 5мес., Основные средства, RUB;2018 - 6мес., Основные средства, RUB;2018 - 7мес., Основные средства, RUB;2018 - 8мес., Основные средства, RUB;2018 - 9мес., Основные средства, RUB;2018 - 10мес., Основные средства, RUB;2018 - 11мес., Основные средства, RUB;2018 - 12мес., Основные средства, RUB;2019 - 1мес., Основные средства, RUB;2018 - 2мес., Учтённые векселя, RUB;2018 - 3мес., Учтённые векселя, RUB;2018 - 4мес., Учтённые векселя, RUB;2018 - 5мес., Учтённые векселя, RUB;2018 - 6мес., Учтённые векселя, RUB;2018 - 7мес., Учтённые векселя, RUB;2018 - 8мес., Учтённые векселя, RUB;2018 - 9мес., Учтённые векселя, RUB;2018 - 10мес., Учтённые векселя, RUB;2018 - 11мес., Учтённые векселя, RUB;2018 - 12мес., Учтённые векселя, RUB;2019 - 1мес., Учтённые векселя, RUB
246;ТУСАРБАНК, АО;2712;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ТУСАР"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";109240, г. Москва, ул. Радищевская Верхн., д. 17/2 стр. . 2;Вершинин Вадим Виссарионович;24.02.1994;25,0;;Ликвидируется;044525755;Москва;Непубличные акционерные общества;Частная собственность;566 000 000;;Находится в стадии ликвидации от 15.12.2015, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 18.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;БАЙКАЛБАНК (ПАО);2632;БАЙКАЛБАНК (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);670034, Бурятия респ., г. Улан-Удэ, ул. Красноармейская, д. 28 корп. - офис;Кузнецов Евгений Юрьевич;24.12.1993;25,0;;Ликвидируется;048142736;Бурятия (Республика);Публичные акционерные общества;Частная собственность;570 000 000;;Находится в стадии ликвидации от 23.12.2016, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 18.08.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;ВЕГА-БАНК (ООО), КБ;3270;"КОММЕРЧЕСКИЙ БАНК ""ВЕГА-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105118, г. Москва, проспект Будённого, д. 32 корп. А;Слинков Владимир Владимирович;22.09.1995;23,5;;Ликвидируется;044525242;Москва;Общества с ограниченной ответственностью;Частная собственность;579 305 000;;Находится в стадии ликвидации от 07.04.2017, Отозвана Генеральная лицензия на осуществление банковских операций от 09.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;БАНК ГОРОД (АО);2644;"""БАНК ГОРОД"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";115280, г. Москва, проезд Автозаводский 1-Й, д. 4 корп. 1(Бизнес-центр);Михеев Илья Владимирович;06.01.1994;25,0;;Ликвидируется;044525584;Москва;Непубличные акционерные общества;Частная собственность;579 802 800;;Находится в стадии ликвидации от 22.04.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 16.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;АФ БАНК, ОАО;991;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АФ БАНК""";450057, Башкортостан респ., г. Уфа, ул. Октябрьской Революции, д. 78;Тихонов Вячеслав Анатольевич;28.11.1990;28,0;;Ликвидируется;048073855;Башкортостан (Республика);Публичные акционерные общества;Совместная частная и иностранная собственность;583 397 208;;Находится в стадии ликвидации от 31.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 30.06.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;ПРОМЭНЕРГОБАНК, АО;2728;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМЫШЛЕННЫЙ ЭНЕРГЕТИЧЕСКИЙ БАНК""";160009, Вологодская обл, г. Вологда, ул. Чехова, д. 30;Морсков Дмитрий Геннадьевич;31.05.1999;19,5;;Ликвидируется;041909772;Вологодская область;Непубличные акционерные общества;Частная собственность;592 496 307;;Находится в стадии ликвидации от 05.12.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 05.08.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;БФГ-КРЕДИТ (ООО), КБ;3068;"КОММЕРЧЕСКИЙ БАНК ""БФГ-КРЕДИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";121165, г. Москва, проспект Кутузовский, д. 35/30;Хамчич Максим Александрович;27.08.1997;21,5;;Ликвидируется;044525292;Москва;Общества с ограниченной ответственностью;Совместная частная и иностранная собственность;600 000 000;;Находится в стадии ликвидации от 17.10.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 27.07.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;ИНКАСБАНК, ОАО;2685;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНКАСБАНК""";199004, г. Санкт-Петербург, линия 2-Я В.О, д. 37;Шубин Герман Александрович;11.02.1994;25,0;;Ликвидируется;044030829;Санкт-Петербург;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;600 119 000;;Находится в стадии ликвидации от 27.09.2013, Отозвана Генеральная лицензия на осуществление банковских операций от 19.02.2009, Решение о признании должника банкротом и открытии конкурсного производства от 07.05.2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;ПРОМРЕГИОНБАНК, ООО;2123;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЫШЛЕННЫЙ РЕГИОНАЛЬНЫЙ БАНК""";115184, г. Москва, ул. Татарская Б., д. 29;Захваткин Михаил Евгеньевич;15.10.1992;26,5;;Ликвидируется;046902727;Москва;Общества с ограниченной ответственностью;Частная собственность;625 000 000;;Находится в стадии ликвидации от 14.09.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 30.05.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;СОЛИДАРНОСТЬ АО, БАНК;1555;"БАНК ПРОФСОЮЗНОЙ СОЛИДАРНОСТИ И СОЦИАЛЬНЫХ ИНВЕСТИЦИЙ ""СОЛИДАРНОСТЬ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";119334, г. Москва, проспект Ленинский, д. 37 корп. 1;Мантрова Анастасия Александровна;02.09.1991;27,5;;Ликвидируется;044525664;Москва;Непубличные акционерные общества;Иная смешанная российская собственность;625 004 821;;Находится в стадии ликвидации от 03.05.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 15.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;МАСТЕР-КАПИТАЛ (ОАО), АКБ;3011;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МАСТЕР - КАПИТАЛ"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";105120, г. Москва, ул. Сыромятническая Ниж., д. 1/4;Тихонов Вячеслав Анатольевич;03.08.1994;24,5;;Ликвидируется;044525756;Москва;Публичные акционерные общества;Частная собственность;625 100 000;;Находится в стадии ликвидации от 22.06.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 20.02.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;НМБ ОАО, АКБ;2865;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""НОВОКУЗНЕЦКИЙ МУНИЦИПАЛЬНЫЙ БАНК"" ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО";654007, Кемеровская обл., г. Новокузнецк, ул. Кирова (Центральный Р-Н), д. 38;Селезнев Михаил Игоревич;31.05.1994;24,5;;Ликвидируется;043209705;Кемеровская область;Публичные акционерные общества;Частная собственность;635 000 000;;Находится в стадии ликвидации от 16.01.2017, Решение о признании должника банкротом и открытии конкурсного производства от 03.03.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;СОЮЗНЫЙ, ООО КБ;3236;"КОММЕРЧЕСКИЙ БАНК ""СОЮЗНЫЙ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";107014, г. Москва, ул. Бабаевская, д. 6;Рябинченко Дмитрий Николаевич;15.03.1995;24,0;;Ликвидируется;044525553;Москва;Общества с ограниченной ответственностью;Частная собственность;638 000 000;;Находится в стадии ликвидации от 29.01.2019, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 25.10.2018;7 732 803 000;7 734 771 000;7 618 190 000;7 667 447 000;7 049 582 000;7 411 727 000;7 483 600 000;7 321 372 000;;;;;172 368 000;381 908 000;333 811 000;634 475 000;227 162 000;273 467 000;244 795 000;246 136 000;;;;;67 141 000;17 042 000;22 346 000;181 155 000;32 165 000;27 224 000;31 643 000;34 879 000;;;;;448 906 000;711 955 000;546 982 000;433 292 000;507 944 000;630 528 000;832 448 000;355 832 000;;;;;5 485 648 000;5 093 362 000;5 280 115 000;5 045 424 000;4 708 672 000;4 876 925 000;4 751 120 000;4 891 424 000;;;;;3 255 769 000;3 565 946 000;3 621 710 000;3 389 987 000;3 288 069 000;3 287 741 000;3 426 093 000;3 631 551 000;;;;;210 973 000;212 595 000;232 748 000;154 467 000;154 435 000;156 776 000;165 188 000;157 303 000;;;;;1 897 359 000;1 193 274 000;1 312 890 000;1 388 203 000;1 148 406 000;1 261 287 000;985 720 000;1 032 584 000;;;;;80 175 000;79 527 000;78 189 000;77 003 000;76 435 000;75 515 000;74 542 000;73 857 000;;;;;147 225 000;191 941 000;162 029 000;171 250 000;237 064 000;94 264 000;134 533 000;129 561 000;;;;
259;РБР, ПАО АКБ;2782;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНАЛЬНЫЙ БАНК РАЗВИТИЯ""";105062, г. Москва, пер. Лялин, д. 19 корп. 1 пом. XXIV К18(Офисное здание);Тихонов Вячеслав Анатольевич;06.11.2001;17,0;;Ликвидируется;044525359;Москва;Публичные акционерные общества;Частная собственность;650 500 000;;Находится в стадии ликвидации от 26.01.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 10.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;БНКВ (АО), АКБ;2472;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""БАНК НА КРАСНЫХ ВОРОТАХ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";105005, г. Москва, ул. Бауманская, д. 58/25 корп. 1;Мантрова Анастасия Александровна;26.08.1993;25,5;;Ликвидируется;044525556;Москва;Непубличные акционерные общества;Частная собственность;658 000 000;;Находится в стадии ликвидации от 24.04.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 29.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;ФИА-БАНК, АО;2542;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИА-БАНК""";445037, Самарская обл., г. Тольятти, проезд Новый, д. 8;Воробьёв Сергей Иванович;25.10.1993;25,0;;Ликвидируется;043678929;Самарская область;Непубличные акционерные общества;Совместная частная и иностранная собственность;666 262 500;;Находится в стадии ликвидации от 29.07.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 08.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;РБС, ООО КБ;3367;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РЕГИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ""";125040, г. Москва, ул. Ямского Поля 3-Я, д. Д. 18(Бизнес-центр «Золотой Век»);Баушева Надежда Сергеевна;21.04.2001;17,5;;Ликвидируется;044525335;Москва;Общества с ограниченной ответственностью;Частная собственность;667 130 000;;Находится в стадии ликвидации от 13.01.2016, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;РУССТРОЙБАНК, АО;3205;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ СТРОИТЕЛЬНЫЙ БАНК""";109004, г. Москва, пер. Дровяной Б., д. 7/9 корп. 1;Вершинин Вадим Виссарионович;27.01.1995;24,0;;Ликвидируется;044525591;Москва;Непубличные акционерные общества;Частная собственность;678 086 302;;Находится в стадии ликвидации от 31.03.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 18.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;РАЗВИТИЕ, ООО КБ;2729;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""РАЗВИТИЕ""";369000, Карачаево-Черкесская респ., г. Черкесск, ул. Красноармейская, д. 64;Березуцкий Георгий Петрович;04.03.1994;25,0;;Ликвидируется;049133812;Карачаево-Черкесская Республика;Общества с ограниченной ответственностью;Частная собственность;680 000 000;;Находится в стадии ликвидации от 12.07.2017, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 10.10.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;РОСПРОМБАНК (ООО), КБ;3204;"КОММЕРЧЕСКИЙ БАНК ""РОССИЙСКИЙ ПРОМЫШЛЕННЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";125009, г. Москва, ул. Никитская Б., д. 17 стр. 2(Офисное здание);Селезнев Михаил Игоревич;27.01.1995;24,0;;Ликвидируется;044525120;Москва;Общества с ограниченной ответственностью;Частная собственность;685 000 000;;Находится в стадии ликвидации от 13.12.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 13.09.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;АНТАЛБАНК ООО, КБ;3115;"КОММЕРЧЕСКИЙ БАНК ""АНТАЛБАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";109044, г. Москва, ул. Симоновский Вал, д. 9;Вершинин Вадим Виссарионович;10.10.1994;24,5;;Ликвидируется;044525621;Москва;Общества с ограниченной ответственностью;Частная собственность;696 000 000;;Находится в стадии ликвидации от 31.03.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;БЕНИФИТ-БАНК (ЗАО), АКБ;3229;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""БЕНИФИТ-БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125047, г. Москва, ул. Брестская 2-Я, д. 32(Бизнес-центр «Мономах»);Баклицкий Денис Николаевич;14.03.1995;24,0;;Ликвидируется;044525461;Москва;Непубличные акционерные общества;Частная собственность;700 000 000;;Находится в стадии ликвидации от 16.02.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 02.11.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;МСБ (ООО), КБ;3484;"КОММЕРЧЕСКИЙ БАНК ""МЕЖДУНАРОДНЫЙ СТРОИТЕЛЬНЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105005, г. Москва, ул. Бауманская, д. 21;Волков Виталий Александрович;29.05.2008;10,5;;Ликвидируется;044525421;Москва;Общества с ограниченной ответственностью;Частная собственность;710 000 000;;Находится в стадии ликвидации от 11.09.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 28.04.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;АДМИРАЛТЕЙСКИЙ, ООО КБ;3054;"КОММЕРЧЕСКИЙ БАНК ""АДМИРАЛТЕЙСКИЙ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";119034, г. Москва, пер. Лопухинский, д. 6 корп. 1;Ляненко Сергей Игоревич;17.08.1994;24,5;;Ликвидируется;044525157;Москва;Общества с ограниченной ответственностью;Частная собственность;713 646 000;;Находится в стадии ликвидации от 02.03.2016, Отозвана Генеральная лицензия на осуществление банковских операций от 11.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК (ООО), КБ;2898;"КОММЕРЧЕСКИЙ БАНК ""КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";350063, Краснодарский кр, г. Краснодар, ул. Им Пушкина, д. 36;Ткачева Ирина Александровна;10.06.1994;24,5;;Ликвидируется;040349745;Краснодарский край;Общества с ограниченной ответственностью;Иная смешанная российская собственность;719 960 000;;Находится в стадии ликвидации от 14.12.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 27.10.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
